Species1,Species2,DivergenceTime
Hordeum_erectifolium,Brachypodium_distachyon,34.529178
Hordeum_erectifolium,Hordeum_bogdanii,6.170433
Hordeum_erectifolium,Hordeum_jubatum_Sub2,6.170433
Hordeum_erectifolium,Hordeum_parodii_Sub2,6.170433
Hordeum_erectifolium,Hordeum_roshevitzii,6.170433
Hordeum_erectifolium,Hordeum_brevisubulatum,6.170433
Hordeum_erectifolium,Hordeum_californicum,3.56174
Hordeum_erectifolium,Hordeum_jubatum_Sub1,3.56174
Hordeum_erectifolium,Hordeum_chilense,1.427274
Hordeum_erectifolium,Hordeum_flexuosum,1.427274
Hordeum_erectifolium,Hordeum_parodii_Sub1,1.427274
Hordeum_erectifolium,Hordeum_stenostachys,0.626359
Hordeum_erectifolium,Hordeum_euclaston,0.998386
Hordeum_erectifolium,Hordeum_intercedens,0.998386
Hordeum_erectifolium,Hordeum_pusillum,0.998386
Hordeum_erectifolium,Hordeum_parodii_Sub3,1.567448
Hordeum_erectifolium,Hordeum_pubiflorum,1.567448
Hordeum_erectifolium,Hordeum_patagonicum,1.567448
Hordeum_erectifolium,Hordeum_comosum,1.683545
Hordeum_erectifolium,Hordeum_cordobense,1.782909
Hordeum_erectifolium,Hordeum_muticum,1.782909
Hordeum_erectifolium,Hordeum_secalinum_Sub2,5.56327
Hordeum_erectifolium,Hordeum_gussoneanum,9.009506
Hordeum_erectifolium,Hordeum_gussoneanum_Sub2,9.009506
Hordeum_erectifolium,Hordeum_secalinum_Sub1,9.009506
Hordeum_erectifolium,Hordeum_marinum_BCC2001,9.009506
Hordeum_erectifolium,Hordeum_marinum_H559,9.009506
Hordeum_erectifolium,Hordeum_gussoneanum_Sub1,9.009506
Hordeum_erectifolium,Hordeum_bulbosum_Hap1,12.273094
Hordeum_erectifolium,Hordeum_bulbosum_Hap2,12.273094
Hordeum_erectifolium,Hordeum_vulgare,12.273094
Hordeum_erectifolium,Hordeum_murinum_Sub1,12.273094
Hordeum_erectifolium,Hordeum_murinum_BCC2017,12.273094
Hordeum_erectifolium,Hordeum_murinum_Sub2,12.273094
Hordeum_erectifolium,Triticum_monococcum,16.207947
Hordeum_erectifolium,Oryza_sativa,46.81582
Hordeum_stenostachys,Sorghum_bicolor,48.998211
Hordeum_stenostachys,Brachypodium_distachyon,34.529178
Hordeum_stenostachys,Hordeum_bogdanii,6.170433
Hordeum_stenostachys,Hordeum_jubatum_Sub2,6.170433
Hordeum_stenostachys,Hordeum_parodii_Sub2,6.170433
Hordeum_stenostachys,Hordeum_roshevitzii,6.170433
Hordeum_stenostachys,Hordeum_brevisubulatum,6.170433
Hordeum_stenostachys,Hordeum_californicum,3.56174
Hordeum_stenostachys,Hordeum_jubatum_Sub1,3.56174
Hordeum_stenostachys,Hordeum_chilense,1.427274
Hordeum_stenostachys,Hordeum_flexuosum,1.427274
Hordeum_stenostachys,Hordeum_parodii_Sub1,1.427274
Hordeum_stenostachys,Hordeum_erectifolium,0.626359
Hordeum_stenostachys,Hordeum_euclaston,0.998386
Hordeum_stenostachys,Hordeum_intercedens,0.998386
Hordeum_stenostachys,Hordeum_pusillum,0.998386
Hordeum_stenostachys,Hordeum_parodii_Sub3,1.567448
Hordeum_stenostachys,Hordeum_pubiflorum,1.567448
Hordeum_stenostachys,Hordeum_patagonicum,1.567448
Hordeum_stenostachys,Hordeum_comosum,1.683545
Hordeum_stenostachys,Hordeum_cordobense,1.782909
Hordeum_stenostachys,Hordeum_muticum,1.782909
Hordeum_stenostachys,Hordeum_secalinum_Sub2,5.56327
Hordeum_stenostachys,Hordeum_gussoneanum,9.009506
Hordeum_stenostachys,Hordeum_gussoneanum_Sub2,9.009506
Hordeum_stenostachys,Hordeum_secalinum_Sub1,9.009506
Hordeum_stenostachys,Hordeum_marinum_BCC2001,9.009506
Hordeum_stenostachys,Hordeum_marinum_H559,9.009506
Hordeum_stenostachys,Hordeum_gussoneanum_Sub1,9.009506
Hordeum_stenostachys,Hordeum_bulbosum_Hap1,12.273094
Hordeum_stenostachys,Hordeum_bulbosum_Hap2,12.273094
Hordeum_stenostachys,Hordeum_vulgare,12.273094
Hordeum_stenostachys,Hordeum_murinum_Sub1,12.273094
Hordeum_stenostachys,Hordeum_murinum_BCC2017,12.273094
Hordeum_stenostachys,Hordeum_murinum_Sub2,12.273094
Hordeum_stenostachys,Triticum_monococcum,16.207947
Hordeum_stenostachys,Oryza_sativa,46.81582
Hordeum_euclaston,Sorghum_bicolor,48.998211
Hordeum_euclaston,Brachypodium_distachyon,34.529178
Hordeum_euclaston,Hordeum_bogdanii,6.170433
Hordeum_euclaston,Hordeum_jubatum_Sub2,6.170433
Hordeum_euclaston,Hordeum_parodii_Sub2,6.170433
Hordeum_euclaston,Hordeum_roshevitzii,6.170433
Hordeum_euclaston,Hordeum_brevisubulatum,6.170433
Hordeum_euclaston,Hordeum_californicum,3.56174
Hordeum_euclaston,Hordeum_jubatum_Sub1,3.56174
Hordeum_euclaston,Hordeum_chilense,1.427274
Hordeum_euclaston,Hordeum_flexuosum,1.427274
Hordeum_euclaston,Hordeum_parodii_Sub1,1.427274
Hordeum_euclaston,Hordeum_erectifolium,0.998386
Hordeum_euclaston,Hordeum_stenostachys,0.998386
Hordeum_euclaston,Hordeum_intercedens,0.396689
Hordeum_euclaston,Hordeum_pusillum,0.861854
Hordeum_euclaston,Hordeum_parodii_Sub3,1.567448
Hordeum_euclaston,Hordeum_pubiflorum,1.567448
Hordeum_euclaston,Hordeum_patagonicum,1.567448
Hordeum_euclaston,Hordeum_comosum,1.683545
Hordeum_euclaston,Hordeum_cordobense,1.782909
Hordeum_euclaston,Hordeum_muticum,1.782909
Hordeum_euclaston,Hordeum_secalinum_Sub2,5.56327
Hordeum_euclaston,Hordeum_gussoneanum,9.009506
Hordeum_euclaston,Hordeum_gussoneanum_Sub2,9.009506
Hordeum_euclaston,Hordeum_secalinum_Sub1,9.009506
Hordeum_euclaston,Hordeum_marinum_BCC2001,9.009506
Hordeum_euclaston,Hordeum_marinum_H559,9.009506
Hordeum_euclaston,Hordeum_gussoneanum_Sub1,9.009506
Hordeum_euclaston,Hordeum_bulbosum_Hap1,12.273094
Hordeum_euclaston,Hordeum_bulbosum_Hap2,12.273094
Hordeum_euclaston,Hordeum_vulgare,12.273094
Hordeum_euclaston,Hordeum_murinum_Sub1,12.273094
Hordeum_euclaston,Hordeum_murinum_BCC2017,12.273094
Hordeum_euclaston,Hordeum_murinum_Sub2,12.273094
Hordeum_euclaston,Triticum_monococcum,16.207947
Hordeum_euclaston,Oryza_sativa,46.81582
Hordeum_intercedens,Sorghum_bicolor,48.998211
Hordeum_intercedens,Brachypodium_distachyon,34.529178
Hordeum_intercedens,Hordeum_bogdanii,6.170433
Hordeum_intercedens,Hordeum_jubatum_Sub2,6.170433
Hordeum_intercedens,Hordeum_parodii_Sub2,6.170433
Hordeum_intercedens,Hordeum_roshevitzii,6.170433
Hordeum_intercedens,Hordeum_brevisubulatum,6.170433
Hordeum_intercedens,Hordeum_californicum,3.56174
Hordeum_intercedens,Hordeum_jubatum_Sub1,3.56174
Hordeum_intercedens,Hordeum_chilense,1.427274
Hordeum_intercedens,Hordeum_flexuosum,1.427274
Hordeum_intercedens,Hordeum_parodii_Sub1,1.427274
Hordeum_intercedens,Hordeum_erectifolium,0.998386
Hordeum_intercedens,Hordeum_stenostachys,0.998386
Hordeum_intercedens,Hordeum_euclaston,0.396689
Hordeum_intercedens,Hordeum_pusillum,0.861854
Hordeum_intercedens,Hordeum_parodii_Sub3,1.567448
Hordeum_intercedens,Hordeum_pubiflorum,1.567448
Hordeum_intercedens,Hordeum_patagonicum,1.567448
Hordeum_intercedens,Hordeum_comosum,1.683545
Hordeum_intercedens,Hordeum_cordobense,1.782909
Hordeum_intercedens,Hordeum_muticum,1.782909
Hordeum_intercedens,Hordeum_secalinum_Sub2,5.56327
Hordeum_intercedens,Hordeum_gussoneanum,9.009506
Hordeum_intercedens,Hordeum_gussoneanum_Sub2,9.009506
Hordeum_intercedens,Hordeum_secalinum_Sub1,9.009506
Hordeum_intercedens,Hordeum_marinum_BCC2001,9.009506
Hordeum_intercedens,Hordeum_marinum_H559,9.009506
Hordeum_intercedens,Hordeum_gussoneanum_Sub1,9.009506
Hordeum_intercedens,Hordeum_bulbosum_Hap1,12.273094
Hordeum_intercedens,Hordeum_bulbosum_Hap2,12.273094
Hordeum_intercedens,Hordeum_vulgare,12.273094
Hordeum_intercedens,Hordeum_murinum_Sub1,12.273094
Hordeum_intercedens,Hordeum_murinum_BCC2017,12.273094
Hordeum_intercedens,Hordeum_murinum_Sub2,12.273094
Hordeum_intercedens,Triticum_monococcum,16.207947
Hordeum_intercedens,Oryza_sativa,46.81582
Hordeum_pusillum,Sorghum_bicolor,48.998211
Hordeum_pusillum,Brachypodium_distachyon,34.529178
Hordeum_pusillum,Hordeum_bogdanii,6.170433
Hordeum_pusillum,Hordeum_jubatum_Sub2,6.170433
Hordeum_pusillum,Hordeum_parodii_Sub2,6.170433
Hordeum_pusillum,Hordeum_roshevitzii,6.170433
Hordeum_pusillum,Hordeum_brevisubulatum,6.170433
Hordeum_pusillum,Hordeum_californicum,3.56174
Hordeum_pusillum,Hordeum_jubatum_Sub1,3.56174
Hordeum_pusillum,Hordeum_chilense,1.427274
Hordeum_pusillum,Hordeum_flexuosum,1.427274
Hordeum_pusillum,Hordeum_parodii_Sub1,1.427274
Hordeum_pusillum,Hordeum_erectifolium,0.998386
Hordeum_pusillum,Hordeum_stenostachys,0.998386
Hordeum_pusillum,Hordeum_euclaston,0.861854
Hordeum_pusillum,Hordeum_intercedens,0.861854
Hordeum_pusillum,Hordeum_parodii_Sub3,1.567448
Hordeum_pusillum,Hordeum_pubiflorum,1.567448
Hordeum_pusillum,Hordeum_patagonicum,1.567448
Hordeum_pusillum,Hordeum_comosum,1.683545
Hordeum_pusillum,Hordeum_cordobense,1.782909
Hordeum_pusillum,Hordeum_muticum,1.782909
Hordeum_pusillum,Hordeum_secalinum_Sub2,5.56327
Hordeum_pusillum,Hordeum_gussoneanum,9.009506
Hordeum_pusillum,Hordeum_gussoneanum_Sub2,9.009506
Hordeum_pusillum,Hordeum_secalinum_Sub1,9.009506
Hordeum_pusillum,Hordeum_marinum_BCC2001,9.009506
Hordeum_pusillum,Hordeum_marinum_H559,9.009506
Hordeum_pusillum,Hordeum_gussoneanum_Sub1,9.009506
Hordeum_pusillum,Hordeum_bulbosum_Hap1,12.273094
Hordeum_pusillum,Hordeum_bulbosum_Hap2,12.273094
Hordeum_pusillum,Hordeum_vulgare,12.273094
Hordeum_pusillum,Hordeum_murinum_Sub1,12.273094
Hordeum_pusillum,Hordeum_murinum_BCC2017,12.273094
Hordeum_pusillum,Hordeum_murinum_Sub2,12.273094
Hordeum_pusillum,Triticum_monococcum,16.207947
Hordeum_pusillum,Oryza_sativa,46.81582
Hordeum_parodii_Sub3,Sorghum_bicolor,48.998211
Hordeum_parodii_Sub3,Brachypodium_distachyon,34.529178
Hordeum_parodii_Sub3,Hordeum_bogdanii,6.170433
Hordeum_parodii_Sub3,Hordeum_jubatum_Sub2,6.170433
Hordeum_parodii_Sub3,Hordeum_parodii_Sub2,6.170433
Hordeum_parodii_Sub3,Hordeum_roshevitzii,6.170433
Hordeum_parodii_Sub3,Hordeum_brevisubulatum,6.170433
Hordeum_parodii_Sub3,Hordeum_californicum,3.56174
Hordeum_parodii_Sub3,Hordeum_jubatum_Sub1,3.56174
Hordeum_parodii_Sub3,Hordeum_chilense,1.567448
Hordeum_parodii_Sub3,Hordeum_flexuosum,1.567448
Hordeum_parodii_Sub3,Hordeum_parodii_Sub1,1.567448
Hordeum_parodii_Sub3,Hordeum_erectifolium,1.567448
Hordeum_parodii_Sub3,Hordeum_stenostachys,1.567448
Hordeum_parodii_Sub3,Hordeum_euclaston,1.567448
Hordeum_parodii_Sub3,Hordeum_intercedens,1.567448
Hordeum_parodii_Sub3,Hordeum_pusillum,1.567448
Hordeum_parodii_Sub3,Hordeum_pubiflorum,0.622303
Hordeum_parodii_Sub3,Hordeum_patagonicum,1.034112
Hordeum_parodii_Sub3,Hordeum_comosum,1.683545
Hordeum_parodii_Sub3,Hordeum_cordobense,1.782909
Hordeum_parodii_Sub3,Hordeum_muticum,1.782909
Hordeum_parodii_Sub3,Hordeum_secalinum_Sub2,5.56327
Hordeum_parodii_Sub3,Hordeum_gussoneanum,9.009506
Hordeum_parodii_Sub3,Hordeum_gussoneanum_Sub2,9.009506
Hordeum_parodii_Sub3,Hordeum_secalinum_Sub1,9.009506
Hordeum_parodii_Sub3,Hordeum_marinum_BCC2001,9.009506
Hordeum_parodii_Sub3,Hordeum_marinum_H559,9.009506
Hordeum_parodii_Sub3,Hordeum_gussoneanum_Sub1,9.009506
Hordeum_parodii_Sub3,Hordeum_bulbosum_Hap1,12.273094
Hordeum_parodii_Sub3,Hordeum_bulbosum_Hap2,12.273094
Hordeum_parodii_Sub3,Hordeum_vulgare,12.273094
Hordeum_parodii_Sub3,Hordeum_murinum_Sub1,12.273094
Hordeum_parodii_Sub3,Hordeum_murinum_BCC2017,12.273094
Hordeum_parodii_Sub3,Hordeum_murinum_Sub2,12.273094
Hordeum_parodii_Sub3,Triticum_monococcum,16.207947
Hordeum_parodii_Sub3,Oryza_sativa,46.81582
Hordeum_pubiflorum,Sorghum_bicolor,48.998211
Hordeum_pubiflorum,Brachypodium_distachyon,34.529178
Hordeum_pubiflorum,Hordeum_bogdanii,6.170433
Hordeum_pubiflorum,Hordeum_jubatum_Sub2,6.170433
Hordeum_pubiflorum,Hordeum_parodii_Sub2,6.170433
Hordeum_pubiflorum,Hordeum_roshevitzii,6.170433
Hordeum_pubiflorum,Hordeum_brevisubulatum,6.170433
Hordeum_pubiflorum,Hordeum_californicum,3.56174
Hordeum_pubiflorum,Hordeum_jubatum_Sub1,3.56174
Hordeum_pubiflorum,Hordeum_chilense,1.567448
Hordeum_pubiflorum,Hordeum_flexuosum,1.567448
Hordeum_pubiflorum,Hordeum_parodii_Sub1,1.567448
Hordeum_pubiflorum,Hordeum_erectifolium,1.567448
Hordeum_pubiflorum,Hordeum_stenostachys,1.567448
Hordeum_pubiflorum,Hordeum_euclaston,1.567448
Hordeum_pubiflorum,Hordeum_intercedens,1.567448
Hordeum_pubiflorum,Hordeum_pusillum,1.567448
Hordeum_pubiflorum,Hordeum_parodii_Sub3,0.622303
Hordeum_pubiflorum,Hordeum_patagonicum,1.034112
Hordeum_pubiflorum,Hordeum_comosum,1.683545
Hordeum_pubiflorum,Hordeum_cordobense,1.782909
Hordeum_pubiflorum,Hordeum_muticum,1.782909
Hordeum_pubiflorum,Hordeum_secalinum_Sub2,5.56327
Hordeum_pubiflorum,Hordeum_gussoneanum,9.009506
Hordeum_pubiflorum,Hordeum_gussoneanum_Sub2,9.009506
Hordeum_pubiflorum,Hordeum_secalinum_Sub1,9.009506
Hordeum_pubiflorum,Hordeum_marinum_BCC2001,9.009506
Hordeum_pubiflorum,Hordeum_marinum_H559,9.009506
Hordeum_pubiflorum,Hordeum_gussoneanum_Sub1,9.009506
Hordeum_pubiflorum,Hordeum_bulbosum_Hap1,12.273094
Hordeum_pubiflorum,Hordeum_bulbosum_Hap2,12.273094
Hordeum_pubiflorum,Hordeum_vulgare,12.273094
Hordeum_pubiflorum,Hordeum_murinum_Sub1,12.273094
Hordeum_pubiflorum,Hordeum_murinum_BCC2017,12.273094
Hordeum_pubiflorum,Hordeum_murinum_Sub2,12.273094
Hordeum_pubiflorum,Triticum_monococcum,16.207947
Hordeum_pubiflorum,Oryza_sativa,46.81582
Hordeum_patagonicum,Sorghum_bicolor,48.998211
Hordeum_patagonicum,Brachypodium_distachyon,34.529178
Hordeum_patagonicum,Hordeum_bogdanii,6.170433
Hordeum_patagonicum,Hordeum_jubatum_Sub2,6.170433
Hordeum_patagonicum,Hordeum_parodii_Sub2,6.170433
Hordeum_patagonicum,Hordeum_roshevitzii,6.170433
Hordeum_patagonicum,Hordeum_brevisubulatum,6.170433
Hordeum_patagonicum,Hordeum_californicum,3.56174
Hordeum_patagonicum,Hordeum_jubatum_Sub1,3.56174
Hordeum_patagonicum,Hordeum_chilense,1.567448
Hordeum_patagonicum,Hordeum_flexuosum,1.567448
Hordeum_patagonicum,Hordeum_parodii_Sub1,1.567448
Hordeum_patagonicum,Hordeum_erectifolium,1.567448
Hordeum_patagonicum,Hordeum_stenostachys,1.567448
Hordeum_patagonicum,Hordeum_euclaston,1.567448
Hordeum_patagonicum,Hordeum_intercedens,1.567448
Hordeum_patagonicum,Hordeum_pusillum,1.567448
Hordeum_patagonicum,Hordeum_parodii_Sub3,1.034112
Hordeum_patagonicum,Hordeum_pubiflorum,1.034112
Hordeum_patagonicum,Hordeum_comosum,1.683545
Hordeum_patagonicum,Hordeum_cordobense,1.782909
Hordeum_patagonicum,Hordeum_muticum,1.782909
Hordeum_patagonicum,Hordeum_secalinum_Sub2,5.56327
Hordeum_patagonicum,Hordeum_gussoneanum,9.009506
Hordeum_patagonicum,Hordeum_gussoneanum_Sub2,9.009506
Hordeum_patagonicum,Hordeum_secalinum_Sub1,9.009506
Hordeum_patagonicum,Hordeum_marinum_BCC2001,9.009506
Hordeum_patagonicum,Hordeum_marinum_H559,9.009506
Hordeum_patagonicum,Hordeum_gussoneanum_Sub1,9.009506
Hordeum_patagonicum,Hordeum_bulbosum_Hap1,12.273094
Hordeum_patagonicum,Hordeum_bulbosum_Hap2,12.273094
Hordeum_patagonicum,Hordeum_vulgare,12.273094
Hordeum_patagonicum,Hordeum_murinum_Sub1,12.273094
Hordeum_patagonicum,Hordeum_murinum_BCC2017,12.273094
Hordeum_patagonicum,Hordeum_murinum_Sub2,12.273094
Hordeum_patagonicum,Triticum_monococcum,16.207947
Hordeum_patagonicum,Oryza_sativa,46.81582
Hordeum_comosum,Sorghum_bicolor,48.998211
Hordeum_comosum,Brachypodium_distachyon,34.529178
Hordeum_comosum,Hordeum_bogdanii,6.170433
Hordeum_comosum,Hordeum_jubatum_Sub2,6.170433
Hordeum_comosum,Hordeum_parodii_Sub2,6.170433
Hordeum_comosum,Hordeum_roshevitzii,6.170433
Hordeum_comosum,Hordeum_brevisubulatum,6.170433
Hordeum_comosum,Hordeum_californicum,3.56174
Hordeum_comosum,Hordeum_jubatum_Sub1,3.56174
Hordeum_comosum,Hordeum_chilense,1.683545
Hordeum_comosum,Hordeum_flexuosum,1.683545
Hordeum_comosum,Hordeum_parodii_Sub1,1.683545
Hordeum_comosum,Hordeum_erectifolium,1.683545
Hordeum_comosum,Hordeum_stenostachys,1.683545
Hordeum_comosum,Hordeum_euclaston,1.683545
Hordeum_comosum,Hordeum_intercedens,1.683545
Hordeum_comosum,Hordeum_pusillum,1.683545
Hordeum_comosum,Hordeum_parodii_Sub3,1.683545
Hordeum_comosum,Hordeum_pubiflorum,1.683545
Hordeum_comosum,Hordeum_patagonicum,1.683545
Hordeum_comosum,Hordeum_cordobense,1.782909
Hordeum_comosum,Hordeum_muticum,1.782909
Hordeum_comosum,Hordeum_secalinum_Sub2,5.56327
Hordeum_comosum,Hordeum_gussoneanum,9.009506
Hordeum_comosum,Hordeum_gussoneanum_Sub2,9.009506
Hordeum_comosum,Hordeum_secalinum_Sub1,9.009506
Hordeum_comosum,Hordeum_marinum_BCC2001,9.009506
Hordeum_comosum,Hordeum_marinum_H559,9.009506
Hordeum_comosum,Hordeum_gussoneanum_Sub1,9.009506
Hordeum_comosum,Hordeum_bulbosum_Hap1,12.273094
Hordeum_comosum,Hordeum_bulbosum_Hap2,12.273094
Hordeum_comosum,Hordeum_vulgare,12.273094
Hordeum_comosum,Hordeum_murinum_Sub1,12.273094
Hordeum_comosum,Hordeum_murinum_BCC2017,12.273094
Hordeum_comosum,Hordeum_murinum_Sub2,12.273094
Hordeum_comosum,Triticum_monococcum,16.207947
Hordeum_comosum,Oryza_sativa,46.81582
Hordeum_cordobense,Sorghum_bicolor,48.998211
Hordeum_cordobense,Brachypodium_distachyon,34.529178
Hordeum_cordobense,Hordeum_bogdanii,6.170433
Hordeum_cordobense,Hordeum_jubatum_Sub2,6.170433
Hordeum_cordobense,Hordeum_parodii_Sub2,6.170433
Hordeum_cordobense,Hordeum_roshevitzii,6.170433
Hordeum_cordobense,Hordeum_brevisubulatum,6.170433
Hordeum_cordobense,Hordeum_californicum,3.56174
Hordeum_cordobense,Hordeum_jubatum_Sub1,3.56174
Hordeum_cordobense,Hordeum_chilense,1.782909
Hordeum_cordobense,Hordeum_flexuosum,1.782909
Hordeum_cordobense,Hordeum_parodii_Sub1,1.782909
Hordeum_cordobense,Hordeum_erectifolium,1.782909
Hordeum_cordobense,Hordeum_stenostachys,1.782909
Hordeum_cordobense,Hordeum_euclaston,1.782909
Hordeum_cordobense,Hordeum_intercedens,1.782909
Hordeum_cordobense,Hordeum_pusillum,1.782909
Hordeum_cordobense,Hordeum_parodii_Sub3,1.782909
Hordeum_cordobense,Hordeum_pubiflorum,1.782909
Hordeum_cordobense,Hordeum_patagonicum,1.782909
Hordeum_cordobense,Hordeum_comosum,1.782909
Hordeum_cordobense,Hordeum_muticum,1.347163
Hordeum_cordobense,Hordeum_secalinum_Sub2,5.56327
Hordeum_cordobense,Hordeum_gussoneanum,9.009506
Hordeum_cordobense,Hordeum_gussoneanum_Sub2,9.009506
Hordeum_cordobense,Hordeum_secalinum_Sub1,9.009506
Hordeum_cordobense,Hordeum_marinum_BCC2001,9.009506
Hordeum_cordobense,Hordeum_marinum_H559,9.009506
Hordeum_cordobense,Hordeum_gussoneanum_Sub1,9.009506
Hordeum_cordobense,Hordeum_bulbosum_Hap1,12.273094
Hordeum_cordobense,Hordeum_bulbosum_Hap2,12.273094
Hordeum_cordobense,Hordeum_vulgare,12.273094
Hordeum_cordobense,Hordeum_murinum_Sub1,12.273094
Hordeum_cordobense,Hordeum_murinum_BCC2017,12.273094
Hordeum_cordobense,Hordeum_murinum_Sub2,12.273094
Hordeum_cordobense,Triticum_monococcum,16.207947
Hordeum_cordobense,Oryza_sativa,46.81582
Hordeum_muticum,Sorghum_bicolor,48.998211
Hordeum_muticum,Brachypodium_distachyon,34.529178
Hordeum_muticum,Hordeum_bogdanii,6.170433
Hordeum_muticum,Hordeum_jubatum_Sub2,6.170433
Hordeum_muticum,Hordeum_parodii_Sub2,6.170433
Hordeum_muticum,Hordeum_roshevitzii,6.170433
Hordeum_muticum,Hordeum_brevisubulatum,6.170433
Hordeum_muticum,Hordeum_californicum,3.56174
Hordeum_muticum,Hordeum_jubatum_Sub1,3.56174
Hordeum_muticum,Hordeum_chilense,1.782909
Hordeum_muticum,Hordeum_flexuosum,1.782909
Hordeum_muticum,Hordeum_parodii_Sub1,1.782909
Hordeum_muticum,Hordeum_erectifolium,1.782909
Hordeum_muticum,Hordeum_stenostachys,1.782909
Hordeum_muticum,Hordeum_euclaston,1.782909
Hordeum_muticum,Hordeum_intercedens,1.782909
Hordeum_muticum,Hordeum_pusillum,1.782909
Hordeum_muticum,Hordeum_parodii_Sub3,1.782909
Hordeum_muticum,Hordeum_pubiflorum,1.782909
Hordeum_muticum,Hordeum_patagonicum,1.782909
Hordeum_muticum,Hordeum_comosum,1.782909
Hordeum_muticum,Hordeum_cordobense,1.347163
Hordeum_muticum,Hordeum_secalinum_Sub2,5.56327
Hordeum_muticum,Hordeum_gussoneanum,9.009506
Hordeum_muticum,Hordeum_gussoneanum_Sub2,9.009506
Hordeum_muticum,Hordeum_secalinum_Sub1,9.009506
Hordeum_muticum,Hordeum_marinum_BCC2001,9.009506
Hordeum_muticum,Hordeum_marinum_H559,9.009506
Hordeum_muticum,Hordeum_gussoneanum_Sub1,9.009506
Hordeum_muticum,Hordeum_bulbosum_Hap1,12.273094
Hordeum_muticum,Hordeum_bulbosum_Hap2,12.273094
Hordeum_muticum,Hordeum_vulgare,12.273094
Hordeum_muticum,Hordeum_murinum_Sub1,12.273094
Hordeum_muticum,Hordeum_murinum_BCC2017,12.273094
Hordeum_muticum,Hordeum_murinum_Sub2,12.273094
Hordeum_muticum,Triticum_monococcum,16.207947
Hordeum_muticum,Oryza_sativa,46.81582
Hordeum_secalinum_Sub2,Sorghum_bicolor,48.998211
Hordeum_secalinum_Sub2,Brachypodium_distachyon,34.529178
Hordeum_secalinum_Sub2,Hordeum_bogdanii,6.170433
Hordeum_secalinum_Sub2,Hordeum_jubatum_Sub2,6.170433
Hordeum_secalinum_Sub2,Hordeum_parodii_Sub2,6.170433
Hordeum_secalinum_Sub2,Hordeum_roshevitzii,6.170433
Hordeum_secalinum_Sub2,Hordeum_brevisubulatum,6.170433
Hordeum_secalinum_Sub2,Hordeum_californicum,5.56327
Hordeum_secalinum_Sub2,Hordeum_jubatum_Sub1,5.56327
Hordeum_secalinum_Sub2,Hordeum_chilense,5.56327
Hordeum_secalinum_Sub2,Hordeum_flexuosum,5.56327
Hordeum_secalinum_Sub2,Hordeum_parodii_Sub1,5.56327
Hordeum_secalinum_Sub2,Hordeum_erectifolium,5.56327
Hordeum_secalinum_Sub2,Hordeum_stenostachys,5.56327
Hordeum_secalinum_Sub2,Hordeum_euclaston,5.56327
Hordeum_secalinum_Sub2,Hordeum_intercedens,5.56327
Hordeum_secalinum_Sub2,Hordeum_pusillum,5.56327
Hordeum_secalinum_Sub2,Hordeum_parodii_Sub3,5.56327
Hordeum_secalinum_Sub2,Hordeum_pubiflorum,5.56327
Hordeum_secalinum_Sub2,Hordeum_patagonicum,5.56327
Hordeum_secalinum_Sub2,Hordeum_comosum,5.56327
Hordeum_secalinum_Sub2,Hordeum_cordobense,5.56327
Hordeum_secalinum_Sub2,Hordeum_muticum,5.56327
Hordeum_secalinum_Sub2,Hordeum_gussoneanum,9.009506
Hordeum_secalinum_Sub2,Hordeum_gussoneanum_Sub2,9.009506
Hordeum_secalinum_Sub2,Hordeum_secalinum_Sub1,9.009506
Hordeum_secalinum_Sub2,Hordeum_marinum_BCC2001,9.009506
Hordeum_secalinum_Sub2,Hordeum_marinum_H559,9.009506
Hordeum_secalinum_Sub2,Hordeum_gussoneanum_Sub1,9.009506
Hordeum_secalinum_Sub2,Hordeum_bulbosum_Hap1,12.273094
Hordeum_secalinum_Sub2,Hordeum_bulbosum_Hap2,12.273094
Hordeum_secalinum_Sub2,Hordeum_vulgare,12.273094
Hordeum_secalinum_Sub2,Hordeum_murinum_Sub1,12.273094
Hordeum_secalinum_Sub2,Hordeum_murinum_BCC2017,12.273094
Hordeum_secalinum_Sub2,Hordeum_murinum_Sub2,12.273094
Hordeum_secalinum_Sub2,Triticum_monococcum,16.207947
Hordeum_secalinum_Sub2,Oryza_sativa,46.81582
Hordeum_gussoneanum,Sorghum_bicolor,48.998211
Hordeum_gussoneanum,Brachypodium_distachyon,34.529178
Hordeum_gussoneanum,Hordeum_bogdanii,9.009506
Hordeum_gussoneanum,Hordeum_jubatum_Sub2,9.009506
Hordeum_gussoneanum,Hordeum_parodii_Sub2,9.009506
Hordeum_gussoneanum,Hordeum_roshevitzii,9.009506
Hordeum_gussoneanum,Hordeum_brevisubulatum,9.009506
Hordeum_gussoneanum,Hordeum_californicum,9.009506
Hordeum_gussoneanum,Hordeum_jubatum_Sub1,9.009506
Hordeum_gussoneanum,Hordeum_chilense,9.009506
Hordeum_gussoneanum,Hordeum_flexuosum,9.009506
Hordeum_gussoneanum,Hordeum_parodii_Sub1,9.009506
Hordeum_gussoneanum,Hordeum_erectifolium,9.009506
Hordeum_gussoneanum,Hordeum_stenostachys,9.009506
Hordeum_gussoneanum,Hordeum_euclaston,9.009506
Hordeum_gussoneanum,Hordeum_intercedens,9.009506
Hordeum_gussoneanum,Hordeum_pusillum,9.009506
Hordeum_gussoneanum,Hordeum_parodii_Sub3,9.009506
